"james","tarr","13607385500","4080"	,"3"
"james","umen","6602368052","34818"	,"1"
"james","williams","7403199865","8913"	,"1"
"jamie","payton","22433803500","11893"	,"4"
"jan","genzer","22961181500","30986"	,"4"
"jan","youtie","6603421781","27516"	,"1"
"jan","youtie","6603421781","42102"	,"3"
"jane","maienschein","7003303648","35160"	,"2"
"jane","marks","7402797143","17391"	,"4"
"jane","marks","7402797157","8329"	,"1"
"janet","carlson","15621872400","10734"	,"1"
"janet","rutledge","55365386100","21202"	,"1"
"janet","smith","7410172053","39714"	,"1"
"jason","anderson","55731004800","17883"	,"1"
"jason","box","57153656200","4407"	,"2"
"jason","cryan","7003307519","24806"	,"4"
"jason","dejong","7005368829","33359"	,"1"
"jason","jue","7006764727","21315"	,"2"
"jason","leigh","7202089642","42388"	,"3"
"jason","miller","12546002600","27325"	,"1"
"jason","miller","8088204600","27325"	,"2"
"jason","rosenzweig","7103173396","27062"	,"1"
"jason","surratt","6603497236","30989"	,"5"
"jason","wright","57188842093","14230"	,"3"
"jay","austin","7402093221","16794"	,"2"
"jay","banner","7004220101","8732"	,"2"
"jay","keasling","7005564120","36"	,"2"
"jay","rosenberger","7006582490","35699"	,"4"
"jean","brodie","7102849473","7327"	,"1"
"jean","carlson","7402114752","27036"	,"3"
"jean","heremans","7005245951","40523"	,"3"
"jeannie","huang","56595797200","26883"	,"2"
"jeff","johnson","55574226375","2606"	,"2"
"jeff","wu","55574190070","4201"	,"1"
"jeffery","saven","6701511340","32471"	,"2"
"jeffrey","donnelly","7202271020","29018"	,"9"
"jeffrey","dorale","6507565261","6567"	,"6"
"jeffrey","hall","55483891800","34995"	,"2"
"jeffrey","mcdonnell","7101838542","4243"	,"7"
"jeffrey","mcguire","7202221708","2203"	,"15"
"jeffrey","newman","35732193000","243"	,"20"
"jeffrey","schuffert","6602576180","63"	,"6"
"jeffrey","severinghaus","7103076532","33831"	,"5"
"jeffrey","welker","7005803643","21672"	,"12"
"jennifer","aitken","7102168928","12786"	,"1"
"jennifer","armstrong","7403155308","24979"	,"1"
"jennifer","glass","7201603506","35781"	,"1"
"jennifer","green","56025841200","25698"	,"1"
"jennifer","kugel","6603298974","17794"	,"1"
"jennifer","lewis","35553776700","4460"	,"2"
"jennifer","lewis","55483981500","17275"	,"5"
"jennifer","lewis","55483981500","4460"	,"8"
"jennifer","momsen","35932135600","17903"	,"13"
"jennifer","powers","7402498640","4873"	,"4"
"jennifer","preece","7005115923","15449"	,"4"
"jennifer","schneider","55752087600","21397"	,"3"
"jenny","tung","36852201800","39172"	,"2"
"jere","confrey","6602220514","8182"	,"9"
"jeremy","bassis","8610905400","10895"	,"5"
"jeremy","bassis","8610905400","26526"	,"6"
"jerry","dwyer","36800361300","1236"	,"1"
"jerry","mitrovica","56800327800","23386"	,"2"
"jerry","mitrovica","56800327800","40381"	,"1"
"jessaca","spybrook","31767720200","8137"	,"4"
"jessica","blois","15046569200","19396"	,"14"
"ji","he","55356791300","9899"	,"1"
"ji","he","56799985800","9899"	,"1"
"ji","zhu","36638919400","31622"	,"1"
"jia","li","13612266600","3794"	,"2"
"jia","li","16307442200","8113"	,"1"
"jia","li","22953365000","8113"	,"1"
"jia","li","26642974800","7373"	,"4"
"jia","li","36077311800","7373"	,"4"
"jia","li","36079036600","7373"	,"2"
"jia","li","55705846000","7373"	,"2"
"jia","li","56500744800","8113"	,"2"
"jia","li","7410061936","8113"	,"1"
"jia","li","8678926100","5754"	,"2"
"jian","cao","7403354261","35021"	,"4"
"jian","chen","23569076900","21337"	,"2"
"jian","chen","55717674700","21337"	,"2"
"jian","guan","36806186400","2390"	,"1"
"jian","huang","36095632700","6830"	,"4"
"jian","liu","13612266600","40091"	,"4"
"jian","ma","25621725700","5005"	,"2"
"jian","ma","26643444200","5005"	,"2"
"jian","ma","7402727736","5005"	,"1"
"jian","ren","7403082294","571"	,"1"
"jian","ren","8984405900","14910"	,"2"
"jian","tang","25623933600","37202"	,"1"
"jian","xie","7402267389","16121"	,"1"
"jiang","bian","7103199995","34961"	,"2"
"jianguo","liu","35386437700","341"	,"1"
"jianguo","liu","35491043300","341"	,"4"
"jianjun","shi","55491912700","16529"	,"1"
"jianmin","tao","7202301261","21736"	,"4"
"jianwei","zhang","36614883300","36849"	,"1"
"jianzhi","zhang","56752433600","24816"	,"1"
"jie","gao","56710760100","30657"	,"2"
"jie","li","36944923000","26879"	,"5"
"jie","liang","24528999800","33110"	,"1"
"jie","liu","7410112096","26994"	,"1"
"jie","wang","36674096000","18253"	,"2"
"jie","wu","15066154700","40170"	,"1"
"jie","wu","36996029700","40170"	,"9"
"jie","wu","56953796800","38183"	,"1"
"jie","wu","7402944566","36506"	,"1"
"jie","wu","7409254862","9861"	,"2"
"jie","zhang","55797896100","18340"	,"2"
"jignesh","patel","7402474988","2314"	,"2"
"jill","becker","13310290100","28297"	,"4"
"jiming","jiang","56965863000","17042"	,"3"
"jin","ha","14025100800","5809"	,"4"
"jin","ha","23986561100","5809"	,"2"
"jin","ha","56247479900","5809"	,"1"
"jin","ha","8291687000","5809"	,"6"
"jin","ha","8915151500","5809"	,"2"
"jin","wang","34878108100","17979"	,"2"
"jin","wang","36079341100","17979"	,"3"
"jin","wang","55742738100","32538"	,"1"
"jin","wang","56379136600","20591"	,"1"
"jin","wang","7701313284","17979"	,"2"
"jin","wang","8226953300","17979"	,"3"
"jin","wang","9337095600","4474"	,"2"
"jing","he","56159704200","29002"	,"4"
"jing","lei","8598680100","31640"	,"1"
"jing","li","36077913800","6273"	,"2"
"jing","shi","13907004800","12903"	,"2"
"jing","shi","55513926900","8893"	,"1"
"jing","tang","55714022300","38995"	,"1"
"jingqiu","mao","56743862500","41233"	,"3"
"jingyi","yu","55985356400","23871"	,"1"
"jiuyi","zhu","36638919400","40692"	,"1"
"joan","redwing","7005393866","35541"	,"2"
"joel","adams","7404782866","15656"	,"7"
"joel","johnson","56141286000","3680"	,"9"
"joerg","graf","35585422800","9762"	,"1"
"john","anderson","7404424753","33837"	,"2"
"john","blair","7007018689","28617"	,"2"
"john","carini","35909882500","39977"	,"1"
"john","carpenter","55211142700","4275"	,"3"
"john","carroll","7402034833","3314"	,"4"
"john","chapin","7005451370","28993"	,"2"
"john","coleman","7402803939","1272"	,"2"
"john","cumings","7003699229","5303"	,"5"
"john","duff","7102568138","8569"	,"2"
"john","endler","7004085093","19648"	,"4"
"john","falconer","55698595000","20321"	,"1"
"john","femiani","9941835300","5800"	,"2"
"john","freudenstein","7004880422","7688"	,"2"
"john","garnett","56212498200","14919"	,"1"
"john","georgiadis","7006037849","16913"	,"1"
"john","gillies","7102052611","8743"	,"7"
"john","holbrook","7102156387","5540"	,"2"
"john","katzenberger","6602604582","41905"	,"2"
"john","keller","55189469000","14337"	,"2"
"john","magyar","7003812196","22301"	,"1"
"john","mccarthy","25950339400","24346"	,"5"
"john","mccray","7006222187","29786"	,"5"
"john","mcneill","7201864224","40114"	,"2"
"john","parker","7404596248","5977"	,"1"
"john","peters","35280742600","24976"	,"3"
"john","rogers","7404269184","35993"	,"2"
"john","sabo","7004596144","39421"	,"14"
"john","shea","55417553900","36866"	,"1"
"john","thompson","55574181918","2271"	,"1"
"john","thompson","7402482926","24479"	,"1"
"john","thompson","7405816598","290"	,"4"
"john","walsh","55258479200","34986"	,"8"
"john","walsh","55451364200","34986"	,"3"
"john","walsh","7404416268","13157"	,"1"
"john","weber","7404322561","10019"	,"1"
"john","weidling","55155596800","37983"	,"2"
"john","west","7402747055","19792"	,"1"
"jon","eisenberg","12807600400","26824"	,"2"
"jon","pumplin","6602771572","33329"	,"7"
"jonathan","bloch","7103094874","2494"	,"12"
"jonathan","freund","7102776695","40325"	,"1"
"jonathan","sapirstein","8249368200","6129"	,"1"
"jonathan","shaw","7402249392","10534"	,"2"
"jonathan","turner","55553740887","16129"	,"1"
"jonathon","cummings","7402590931","8555"	,"2"
"jordan","karubian","6602235896","40902"	,"1"
"jorge","gardea-torresdey","7005884748","35029"	,"2"
"joseph","harris","55471536500","2703"	,"2"
"joseph","krajcik","6603708402","35348"	,"3"
"joseph","ryan","7401432238","34827"	,"1"
"joseph","ryan","7404484767","11830"	,"1"
"joseph","shinar","7102262563","12864"	,"2"
"joseph","smyth","56608711000","33254"	,"2"
"joseph","stoner","7004843516","14714"	,"3"
"joseph","yavitt","7004234278","6266"	,"4"
"joshua","erlich","7003364641","6116"	,"6"
"joshua","heitman","14037234600","14709"	,"2"
"joshua","pak","15067758600","5449"	,"1"
"joshua","phiri","24721541300","19790"	,"2"
"joshua","ramsey","24076843600","28189"	,"2"
"ju","li","54913376400","32181"	,"2"
"juan","balda","35562896400","36518"	,"5"
"juan","li","56734490700","28823"	,"2"
"judd","bowman","57192911884","13632"	,"8"
"judith","burstyn","7004733182","14567"	,"5"
"judith","donnelly","7202270799","13250"	,"5"
"judy","wu","56877926500","35033"	,"1"
"julia","ross","7404966392","33490"	,"3"
"julia","thom","35228109200","22134"	,"9"
"julian","mccreary","35555235300","39947"	,"2"
"julie","johnson","55494697900","19759"	,"3"
"julie","urban","7202366432","23815"	,"1"
"jun","huan","7102040052","25965"	,"4"
"jun","huang","56431339900","34391"	,"2"
"jun","li","55723529100","38788"	,"4"
"jun","li","55723530200","8104"	,"1"
"jun","li","57188880592","38788"	,"2"
"jun","liu","55632782200","13969"	,"1"
"jun","liu","55715185900","8332"	,"2"
"jun","yan","55376886600","14025"	,"1"
"jun","yan","8588068700","14025"	,"1"
"jun","yan","9239264300","14025"	,"2"
"junhong","chen","55819080800","2668"	,"1"
"justin","frantz","8401966300","22330"	,"3"
"justin","meyer","7406102779","2478"	,"1"
"kadangode","ramakrishnan","7101600362","39176"	,"4"
"kai","liu","13807499400","2982"	,"2"
"kai","liu","7406676944","16420"	,"2"
"kai","sun","55534176600","22220"	,"1"
"kai","zhang","55820697900","22584"	,"1"
"kam","leang","57192935180","4539"	,"1"
"kang","li","36072845200","16144"	,"1"
"kang","li","36072845200","25450"	,"1"
"kang","wang","34972336500","885"	,"1"
"kaoru","kitajima","7202338687","4775"	,"4"
"kapil","dandekar","7004328694","17449"	,"2"
"kapil","khandelwal","14045324900","5127"	,"2"
"karen","kosiba","14019788700","29755"	,"2"
"karen","winey","56260439700","14122"	,"5"
"karen","winey","7003750407","41347"	,"6"
"karen","ziegler","7102058307","38327"	,"3"
"karin","ellison","12143705100","28817"	,"2"
"karl","benedict","55520546600","9598"	,"2"
"katharine","hayhoe","6602415577","16318"	,"4"
"katherine","kelley","35229996900","23429"	,"3"
"katherine","lawrence","7102821252","14826"	,"2"
"kathleen","howard","7202410065","25879"	,"2"
"kathy","jackson","54894800700","35349"	,"6"
"katia","obraczka","6701473216","11160"	,"5"
"katie","oliveras","37023441700","23107"	,"1"
"kaushik","chowdhury","15019097300","38677"	,"2"
"ke","chen","35361471200","35900"	,"1"
"ke","wu","35338358000","29020"	,"1"
"keisha","walters","7102916183","35114"	,"1"
"kelley","crews","6507329803","2343"	,"3"
"ken","paige","7003733856","10521"	,"1"
"kenneth","balkus","7005973558","30840"	,"2"
"kenneth","foreman","8310633100","12563"	,"2"
"kenneth","halanych","7003606785","4156"	,"3"
"kenneth","shepard","56732606200","12890"	,"1"
"kenneth","wurdack","6508202851","3409"	,"7"
"kenton","mchenry","8726150100","5720"	,"8"
"kerry","cook","7202583200","37290"	,"2"
"kerry","donnell","7101682936","36938"	,"1"
"kevin","bower","7006377581","5497"	,"1"
"kevin","butler","56652604300","24779"	,"3"
"kevin","eliceiri","6602334481","34947"	,"2"
"kevin","elliott","15131376500","38105"	,"4"
"kevin","gardner","36240325400","24950"	,"2"
"kevin","hamlen","14022589000","35598"	,"5"
"kevin","lynch","55706055900","1249"	,"1"
"kevin","lynch","55706055900","2349"	,"1"
"kevin","lynch","7202687517","36022"	,"1"
"kevin","mahan","8066055500","26970"	,"3"
"kevin","patrick","56827225200","26883"	,"1"
"kevin","schug","6602817620","815"	,"1"
"kevin","smith","56302256700","285"	,"8"
"kevin","thompson","16140745600","2710"	,"1"
"kevin","williams","55459235700","19821"	,"3"
"kevin","winker","7003768968","27629"	,"3"
"khalil","iskarous","8889277100","18132"	,"1"
"kimberle","koile","6506226807","18517"	,"1"
"kimberly","hammond","7102733599","39385"	,"3"
"kimberly","talley","33667955500","35347"	,"8"
"kip","solomon","35608507100","4519"	,"6"
"kiran","solanki","7006472579","40329"	,"1"
"kirill","shtengel","6602348351","32296"	,"5"
"kirsten","jensen","35237210400","39508"	,"1"
"kofi","nyarko","6505966325","39667"	,"1"
"konstantinos","pelechrinis","24465253800","41868"	,"2"
"kostas","bekris","6506402335","38557"	,"2"
"kristin","wright","17344759900","36730"	,"3"
"kristina","curry,rogers","6506048015","4826"	,"2"
"kristy","boyer","56998908100","38822"	,"6"
"kurt","leinenweber","6603954600","24255"	,"5"
"kurt","squire","7004114711","15842"	,"12"
"kyle","mahowald","36696680400","38433"	,"1"
"lan","jian","35484232900","24189"	,"3"
"laura","guertin","55508843700","2269"	,"1"
"laura","hess","7007171788","40823"	,"8"
"laura","lavine","7004639337","39339"	,"2"
"laurie","garrow","7801515436","9275"	,"1"
"lawrence","rauchwerger","6701570859","36389"	,"1"
"lawrence","rauchwerger","6701570859","397"	,"3"
"le","xie","41461929600","21421"	,"1"
"leah","eller","6701790465","24415"	,"1"
"lei","ding","35387955300","2005"	,"1"
"lei","li","55715749100","38919"	,"2"
"lei","liu","23470114700","12885"	,"2"
"lei","liu","55715694500","6501"	,"4"
"lei","wu","21735573700","18981"	,"1"
"lei","zhu","55710391300","30652"	,"1"
"leila","gonzales","23027649900","12929"	,"1"
"leland","bement","7003760099","33704"	,"3"
"lenwood","heath","35515248200","5715"	,"4"
"lewis","johnson","7404799569","25229"	,"5"
"li","an","23966386700","14341"	,"1"
"li","an","55714551500","14341"	,"1"
"li","an","7004067242","14341"	,"2"
"li","an","7102360492","14341"	,"1"
"li","an","7202296460","14341"	,"1"
"li","an","7410266420","14341"	,"6"
"li","an","8719649000","14341"	,"2"
"li","bai","55566833500","37697"	,"1"
"li","li","54405858100","38594"	,"1"
"li","li","55553733293","25127"	,"1"
"li","li","7102893317","10148"	,"1"
"li","li","7202069705","25127"	,"1"
"li","li","7501454876","10148"	,"1"
"li","li","8616471300","29789"	,"1"
"li","ma","7202153011","22475"	,"3"
"li","shang","35238599900","37068"	,"3"
"li","yang","15520304200","19852"	,"4"
"li","yang","35407160900","23672"	,"2"
"li","yang","55744708300","17453"	,"2"
"li","yang","6507368896","13735"	,"1"
"li","yang","9335713200","39097"	,"1"
"li","zhang","15840983300","11562"	,"1"
"liang","tong","7201891595","313"	,"1"
"liang","zhu","35365734700","25649"	,"2"
"liang","zhu","7404664475","28961"	,"1"
"lihua","wang","55721276300","25910"	,"1"
"likun","zhu","36182013500","20572"	,"1"
"lin","li","36072911400","9355"	,"3"
"lin","ma","13308311400","11837"	,"1"
"lin","ma","7005473334","11837"	,"1"
"lin","shao","7202842995","9260"	,"3"
"lin","tian","10039717100","2108"	,"3"
"linda","darling-hammond","6603826083","23495"	,"1"
"linda","johnson","35480518100","19818"	,"1"
"linda","olafsen","6701594646","19252"	,"1"
"linda","schadler","7003710989","29970"	,"1"
"ling","li","56644141900","23676"	,"1"
"linh","nguyen","36740250900","14333"	,"1"
"linyuan","lu","55503913100","20967"	,"2"
"lionel","levine","14422566500","39088"	,"1"
"liping","guo","34769769100","9994"	,"4"
"liping","guo","56449712000","9994"	,"1"
"lisa","anneberg","6701657381","11642"	,"2"
"lisa","beal","6603845748","11689"	,"2"
"lisa","curtis","55224270400","3073"	,"1"
"lorenzo","sorbo","6603360044","13500"	,"3"
"lori","scott","8248589500","5541"	,"1"
"louise","glass","7004453110","32455"	,"1"
"lu","li","16550281700","22220"	,"1"
"lu","li","7410215117","22220"	,"4"
"lucy","flesch","6602368224","8192"	,"1"
"luo","si","7006717974","333"	,"2"
"lynford","goddard","7003592546","5196"	,"6"
"lynn","matthews","7202488702","22777"	,"1"
"magdalen","lindeberg","6603852894","3707"	,"3"
"magdy","iskander","34769915200","21681"	,"4"
"mahadev","satyanarayanan","7004688579","5919"	,"5"
"mahadevan","gomathisankaran","6506880058","41599"	,"1"
"mahesh","viswanathan","7102067916","3221"	,"1"
"mahmoud","fallahi","7005063032","22764"	,"1"
"mak","saito","56603525000","16542"	,"1"
"mani","hossein-zadeh","14121006900","16416"	,"2"
"manish","agrawal","55565954300","28285"	,"1"
"manish","parashar","7003417260","15892"	,"4"
"manuela","veloso","7006520632","3141"	,"4"
"marc","facciotti","6603705526","22668"	,"2"
"marc","hirschmann","7003686364","12348"	,"5"
"marc","hirschmann","7003686364","26879"	,"18"
"marc","lajeunesse","6603000204","20189"	,"2"
"marc","rust","55701668500","2560"	,"1"
"marcia","carlson","11739671200","11685"	,"2"
"marcos","rigol","6603873217","23649"	,"2"
"marcus","johnson","7406608721","35606"	,"6"
"marcy","towns","6603873470","3577"	,"11"
"margaret","beck","15025767300","23473"	,"4"
"margaret","cheung","57075779400","32482"	,"1"
"margaret","signorella","6602636119","4163"	,"1"
"maria","calbi","7003710385","2877"	,"2"
"marie","paretti","8624605500","15673"	,"7"
"marina","artuso","55046920400","12816"	,"6"
"mario","eden","7005082718","6250"	,"2"
"mark","baumgartner","56256986100","9423"	,"1"
"mark","caddick","23007869900","37856"	,"7"
"mark","cohen","55159415100","29022"	,"1"
"mark","cutkosky","7006155150","3291"	,"2"
"mark","estelle","7006198330","1215"	,"1"
"mark","gomelsky","6701786311","4821"	,"1"
"mark","gross","56431923000","20186"	,"2"
"mark","guzdial","7003371590","35418"	,"4"
"mark","highum","56744741500","40861"	,"3"
"mark","oreglia","7003641652","30921"	,"2"
"mark","popecki","6602175616","39849"	,"5"
"mark","riedl","7004421643","24034"	,"5"
"mark","roberts","57190492381","8853"	,"2"
"mark","roberts","7404029525","6311"	,"8"
"mark","schulz","7402485902","17235"	,"1"
"mark","skidmore","7004553238","432"	,"1"
"mark","urban-lurain","6603418284","27344"	,"12"
"mark","ward","56983152900","18137"	,"1"
"mark","warner","7201939972","19611"	,"4"
"mark","wilson","55574209560","39572"	,"2"
